created_on,name,schema_name,is_builtin,is_aggregate,is_ansi,min_num_arguments,max_num_arguments,arguments,description,catalog_name,is_table_function,valid_for_clustering,is_secure,is_external_function,language,is_memoizable
2012-08-01T00:00:00-07:00,IS_REAL,,Y,N,N,1,1,IS_REAL(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a real number,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_ROLE_IN_SESSION,,Y,N,Y,1,1,IS_ROLE_IN_SESSION(VARCHAR) RETURN BOOLEAN,Return true if in current hierarchy,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_TIME,,Y,N,N,1,1,IS_TIME(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a TIME,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_TIMESTAMP_LTZ,,Y,N,N,1,1,IS_TIMESTAMP_LTZ(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a TIMESTAMP_LTZ,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_TIMESTAMP_NTZ,,Y,N,N,1,1,IS_TIMESTAMP_NTZ(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a TIMESTAMP_NTZ,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_TIMESTAMP_TZ,,Y,N,N,1,1,IS_TIMESTAMP_TZ(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a TIMESTAMP_TZ,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_VARCHAR,,Y,N,N,1,1,IS_VARCHAR(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a text string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,JAROWINKLER_SIMILARITY,,Y,N,Y,2,2,"JAROWINKLER_SIMILARITY(VARCHAR, VARCHAR) RETURN NUMBER",Returns the Jaro-Winkler similarity metric between two strings.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,JSON_EXTRACT_PATH_TEXT,,Y,N,N,2,2,"JSON_EXTRACT_PATH_TEXT(VARCHAR, VARCHAR) RETURN VARCHAR",Parses the first argument as a JSON and returns the value of the element pointed to by the second argument,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,KURTOSIS,,Y,Y,Y,1,1,"KURTOSIS(NUMBER) RETURN FLOAT, KURTOSIS(FLOAT) RETURN FLOAT",Returns the sample kurtosis of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LAG,,Y,N,N,1,3,"LAG(ANY [, NUMBER] [, ANY]) RETURN ANY",Returns the value of an expression at the specified offset row,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,LAST_DAY,,Y,N,N,1,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LAST_QUERY_ID,,Y,N,N,0,1,LAST_QUERY_ID( [NUMBER]) RETURN VARCHAR,Returns the id of the last executed statement in the current session.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LAST_TRANSACTION,,Y,N,N,0,0,LAST_TRANSACTION() RETURN NUMBER,Returns the transaction id of the last committed or rolled back transaction in the current session.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LAST_VALUE,,Y,Y,N,1,1,LAST_VALUE(ANY) RETURN ANY,Returns the last value of a column,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,LEAD,,Y,N,N,1,3,"LEAD(ANY [, NUMBER] [, ANY]) RETURN ANY",Returns the value of an expression at the specified offset row,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,LEAST,,Y,N,N,1,-1,LEAST(ANY) RETURN ANY,returns the smallest value from a list of expressions,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,LEAST_IGNORE_NULLS,,Y,N,N,1,-1,LEAST_IGNORE_NULLS(ANY) RETURN ANY,returns the smallest value from a list of expressions,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,LEFT,,Y,N,N,2,2,"LEFT(VARCHAR, NUMBER) RETURN VARCHAR",Returns leftmost N characters of the input string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LEN,,Y,N,N,1,1,LEN(VARCHAR) RETURN NUMBER,Returns length of string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LEN,,Y,N,N,1,1,LEN(BINARY) RETURN NUMBER,Returns length of binary input,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LENGTH,,Y,N,N,1,1,"LENGTH(VARCHAR) RETURN NUMBER, LENGTH(BINARY) RETURN NUMBER",Returns the length of the string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LIKE,,Y,N,Y,2,3,"LIKE(VARCHAR, VARCHAR [, VARCHAR]) RETURN BOOLEAN, LIKE(ROW(ANY), ROW(ANY) [, VARCHAR]) RETURN BOOLEAN",returns TRUE if subject LIKE pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LIKE_ALL,,Y,N,N,3,-1,"LIKE_ALL(VARCHAR, VARCHAR, VARCHAR) RETURN BOOLEAN",returns TRUE if subject LIKE all of the patterns,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LIKE_ANY,,Y,N,N,3,-1,"LIKE_ANY(VARCHAR, VARCHAR, VARCHAR) RETURN BOOLEAN",returns TRUE if subject LIKE any of the patterns,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LISTAGG,,Y,Y,N,1,2,"LISTAGG(VARCHAR [, VARCHAR]) RETURN VARCHAR",output string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LN,,Y,N,Y,1,1,LN(FLOAT) RETURN FLOAT,returns the natural logarithm of a,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LOCALTIME,,Y,N,Y,0,1,LOCALTIME( [NUMBER]) RETURN TIME,Returns the current time.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LOCALTIMESTAMP,,Y,N,Y,0,1,LOCALTIMESTAMP( [NUMBER]) RETURN TIMESTAMP_LTZ,Returns the current timestamp.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LOG,,Y,N,Y,2,2,"LOG(FLOAT, FLOAT) RETURN FLOAT",returns the logarithm base b of a,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LOWER,,Y,N,N,1,1,LOWER(VARCHAR) RETURN VARCHAR,return string with all characters in lowercase,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,LPAD,,Y,N,N,2,3,"LPAD(VARCHAR, NUMBER [, VARCHAR]) RETURN VARCHAR, LPAD(BINARY, NUMBER, BINARY) RETURN BINARY",padded result string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,LTRIM,,Y,N,N,1,2,"LTRIM(VARCHAR [, VARCHAR]) RETURN VARCHAR",return string trimmed from left,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MAX,,Y,Y,Y,1,1,MAX(ANY) RETURN ANY,Returns the maximum of a column,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,MD5,,Y,N,N,1,1,"MD5(VARCHAR) RETURN VARCHAR, MD5(BINARY) RETURN VARCHAR",Hex-encoded MD5 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MD5_BINARY,,Y,N,N,1,1,"MD5_BINARY(VARCHAR) RETURN BINARY, MD5_BINARY(BINARY) RETURN BINARY",Binary MD5 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MD5_HEX,,Y,N,N,1,1,"MD5_HEX(VARCHAR) RETURN VARCHAR, MD5_HEX(BINARY) RETURN VARCHAR",Hex-encoded MD5 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MD5_NUMBER,,Y,N,N,1,1,"MD5_NUMBER(VARCHAR) RETURN NUMBER, MD5_NUMBER(BINARY) RETURN NUMBER",Integral MD5 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MD5_NUMBER_LOWER64,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MD5_NUMBER_UPPER64,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MEDIAN,,Y,Y,N,1,1,MEDIAN( [NUMBER]) RETURN NUMBER,value of sort key at specified percentile,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MIN,,Y,Y,Y,1,1,MIN(ANY) RETURN ANY,Returns the minimum of a column,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,MINHASH,,Y,Y,N,2,-1,"MINHASH(NUMBER, ANY) RETURN VARIANT",Minhash state including an array of k (first input arg) minimum hash values,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,MINHASH_COMBINE,,Y,Y,N,1,1,MINHASH_COMBINE(VARIANT) RETURN VARIANT,Combined result of two (or more) minhash states,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MINUTE,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MOD,,Y,N,N,2,2,"MOD(NUMBER, NUMBER) RETURN NUMBER, MOD(FLOAT, FLOAT) RETURN FLOAT",Computes modulo of two numbers,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,MODE,,Y,Y,N,1,1,MODE(ANY) RETURN ANY,Returns the most frequent item of a column,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MONTH,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,MONTHS_BETWEEN,,Y,N,N,2,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,NEGATE,,Y,N,Y,1,1,"NEGATE(NUMBER) RETURN NUMBER, NEGATE(FLOAT) RETURN FLOAT",returns the negative value of its input argument.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,NORMAL,,Y,N,N,2,3,"NORMAL(FLOAT, FLOAT, NUMBER) RETURN FLOAT",Returns a normal distribution,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,NORMALIZE,,Y,N,N,3,3,"NORMALIZE(NUMBER, NUMBER, NUMBER) RETURN FLOAT, NORMALIZE(FLOAT, FLOAT, FLOAT) RETURN FLOAT, NORMALIZE(VARCHAR, NUMBER, NUMBER) RETURN FLOAT, NORMALIZE(TIME, TIME, TIME) RETURN FLOAT, NORMALIZE(TIMESTAMP_LTZ, TIMESTAMP_LTZ, TIMESTAMP_LTZ) RETURN FLOAT, NORMALIZE(DATE, DATE, DATE) RETURN FLOAT",normalized value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,NOT,,Y,N,Y,1,1,NOT(BOOLEAN) RETURN BOOLEAN,"returns TRUE if input is FALSE, FALSE otherwise",,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,NTH_VALUE,,Y,N,N,2,2,"NTH_VALUE(ANY, NUMBER) RETURN ANY",Returns the first value of a column,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,NTILE,,Y,N,N,1,1,NTILE(NUMBER) RETURN NUMBER,Number of groups (ntiles) per window,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,NULLIFZERO,,Y,N,N,1,1,"NULLIFZERO(NUMBER) RETURN NUMBER, NULLIFZERO(FLOAT) RETURN FLOAT","Returns the 1st input, with values equal to 0 replaced with NULL",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,NVL,,Y,N,Y,2,2,"NVL(ANY, ANY) RETURN ANY","Returns second expression if the first expression is NULL, the first expression otherwise.",,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,NVL2,,Y,N,N,3,3,"NVL2(ANY, ANY, ANY) RETURN ANY",Returns second expression if the first expression is NOT NULL. Returns the third expression otherwise.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECTAGG,,Y,Y,N,2,2,"OBJECTAGG(VARCHAR, VARIANT) RETURN OBJECT",output object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECT_AGG,,Y,Y,N,2,2,"OBJECT_AGG(VARCHAR, VARIANT) RETURN OBJECT",output object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECT_CONSTRUCT_KEEP_NULL,,Y,N,N,0,-1,OBJECT_CONSTRUCT_KEEP_NULL(ANY) RETURN OBJECT,the resulting object with null value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECT_DELETE,,Y,N,N,2,-1,"OBJECT_DELETE(OBJECT, VARCHAR) RETURN OBJECT, OBJECT_DELETE(OBJECT(placeholder ANY), VARCHAR) RETURN OBJECT(placeholder ANY)",the resulting OBJECT,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECT_INSERT,,Y,N,N,3,4,"OBJECT_INSERT(OBJECT, VARCHAR, ANY [, BOOLEAN]) RETURN OBJECT, OBJECT_INSERT(OBJECT(placeholder ANY), VARCHAR, ANY [, BOOLEAN]) RETURN OBJECT(placeholder ANY)",the resulting OBJECT,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECT_KEYS,,Y,N,N,1,1,"OBJECT_KEYS(OBJECT) RETURN ARRAY, OBJECT_KEYS(OBJECT(placeholder ANY)) RETURN ARRAY(VARCHAR NOT NULL)",the resulting ARRAY,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OBJECT_PICK,,Y,N,N,2,-1,"OBJECT_PICK(OBJECT, VARCHAR) RETURN OBJECT, OBJECT_PICK(OBJECT, ARRAY) RETURN OBJECT, OBJECT_PICK(OBJECT(placeholder ANY), VARCHAR) RETURN OBJECT(placeholder ANY)",the resulting OBJECT,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,OCTET_LENGTH,,Y,N,N,1,1,"OCTET_LENGTH(VARCHAR) RETURN NUMBER, OCTET_LENGTH(BINARY) RETURN NUMBER",Returns the length of the string in bytes,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,PARSE_IP,,Y,N,N,2,3,"PARSE_IP(VARCHAR, VARCHAR [, NUMBER]) RETURN OBJECT",Returns an object with all the components of the IP,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,PARSE_JSON,,Y,N,N,1,1,PARSE_JSON(VARCHAR) RETURN VARIANT,Parses string as a JSON document,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,PARSE_URL,,Y,N,N,1,2,"PARSE_URL(VARCHAR [, NUMBER]) RETURN OBJECT",Returns an object with all the components of the URL,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,PARSE_XML,,Y,N,N,1,2,"PARSE_XML(VARCHAR) RETURN OBJECT, PARSE_XML(VARCHAR, BOOLEAN) RETURN OBJECT",Parses string as an XML document,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,PERCENTILE_CONT,,Y,Y,N,1,1,PERCENTILE_CONT( [NUMBER]) RETURN FLOAT,value of sort key at specified percentile,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,PERCENTILE_DISC,,Y,Y,N,1,1,PERCENTILE_DISC( [NUMBER]) RETURN NUMBER,value of sort key at specified percentile,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,PERCENT_RANK,,Y,N,N,0,0,PERCENT_RANK() RETURN FLOAT,Returns the percent rank of a row in the window,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,PI,,Y,N,N,0,0,PI() RETURN FLOAT,Returns the constant pi.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,POSITION,,Y,N,Y,2,3,"POSITION(VARCHAR, VARCHAR [, NUMBER]) RETURN NUMBER, POSITION(BINARY, BINARY [, NUMBER]) RETURN NUMBER","Returns the position of the needle in the haystack, optionally from a given index",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,POW,,Y,N,Y,2,2,"POW(FLOAT, FLOAT) RETURN FLOAT",returns x raised to the y'th power,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,POWER,,Y,N,Y,2,2,"POWER(FLOAT, FLOAT) RETURN FLOAT",returns x raised to the y'th power,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,PROJECTION_CONSTRAINT,,Y,N,Y,1,1,PROJECTION_CONSTRAINT(BOOLEAN) RETURN BOOLEAN,Returns the projection constraint,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,QUARTER,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,RADIANS,,Y,N,N,1,1,RADIANS(FLOAT) RETURN FLOAT,convert d (degrees) to radians.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,RANDOM,,Y,N,N,0,1,RANDOM( [NUMBER]) RETURN NUMBER,returns a random number sequence,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,RANDSTR,,Y,N,N,2,2,"RANDSTR(NUMBER, NUMBER) RETURN VARCHAR",Returns a random string of alphanumeric characters,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,RANK,,Y,N,N,0,0,RANK() RETURN NUMBER,Returns the rank of a row in the window,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,RATIO_TO_REPORT,,Y,N,N,1,2,"RATIO_TO_REPORT(NUMBER [, NUMBER]) RETURN NUMBER, RATIO_TO_REPORT(FLOAT [, NUMBER]) RETURN FLOAT",Returns a cumulative ratio_to_report of a column,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP,,Y,N,N,2,3,"REGEXP(VARCHAR, VARCHAR [, VARCHAR]) RETURN BOOLEAN",returns TRUE if subject RLIKE pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_COUNT,,Y,N,N,2,4,"REGEXP_COUNT(VARCHAR, VARCHAR [, NUMBER] [, VARCHAR]) RETURN NUMBER",returns number of matches of regular expression pattern in subject,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_EXTRACT_ALL,,Y,N,N,2,6,"REGEXP_EXTRACT_ALL(VARCHAR, VARCHAR [, NUMBER] [, NUMBER] [, VARCHAR] [, NUMBER]) RETURN ARRAY",returns all substring in subject which matches the regular expression pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_INSTR,,Y,N,N,2,7,"REGEXP_INSTR(VARCHAR, VARCHAR [, NUMBER] [, NUMBER] [, NUMBER] [, VARCHAR] [, NUMBER]) RETURN NUMBER",returns position at which the subject matches the regular expression pattern,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_LIKE,,Y,N,N,2,3,"REGEXP_LIKE(VARCHAR, VARCHAR [, VARCHAR]) RETURN BOOLEAN",returns TRUE if subject RLIKE pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_REPLACE,,Y,N,N,2,6,"REGEXP_REPLACE(VARCHAR, VARCHAR [, VARCHAR] [, NUMBER] [, NUMBER] [, VARCHAR]) RETURN VARCHAR",replaces substring in subject matching a regular expression pattern,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_SUBSTR,,Y,N,N,2,6,"REGEXP_SUBSTR(VARCHAR, VARCHAR [, NUMBER] [, NUMBER] [, VARCHAR] [, NUMBER]) RETURN VARCHAR",returns substring in subject which matches the regular expression pattern,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,REGEXP_SUBSTR_ALL,,Y,N,N,2,6,"REGEXP_SUBSTR_ALL(VARCHAR, VARCHAR [, NUMBER] [, NUMBER] [, VARCHAR] [, NUMBER]) RETURN ARRAY",returns all substring in subject which matches the regular expression pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_AVGX,,Y,Y,Y,2,2,"REGR_AVGX(FLOAT, FLOAT) RETURN FLOAT",Returns the average of the independent variable (2nd parameter) for non-null pairs.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_AVGY,,Y,Y,Y,2,2,"REGR_AVGY(FLOAT, FLOAT) RETURN FLOAT",Returns the average of the dependent variable (1st parameter) for non-null pairs.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_COUNT,,Y,Y,Y,2,2,"REGR_COUNT(FLOAT, FLOAT) RETURN FLOAT",Returns the number of non-null number pairs.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_INTERCEPT,,Y,Y,Y,2,2,"REGR_INTERCEPT(FLOAT, FLOAT) RETURN FLOAT",Returns the intercept of the univariate linear regression line for non-null pairs.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_R2,,Y,Y,Y,2,2,"REGR_R2(FLOAT, FLOAT) RETURN FLOAT",Returns the coefficient of determination for non-null pairs.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_SLOPE,,Y,Y,Y,2,2,"REGR_SLOPE(FLOAT, FLOAT) RETURN FLOAT",Returns the slope of the linear regression line for non-null pairs.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_SXX,,Y,Y,Y,2,2,"REGR_SXX(FLOAT, FLOAT) RETURN FLOAT","Returns REGR_COUNT(expr1, expr2) * VAR_POP(expr2) for non-null pairs.",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_SXY,,Y,Y,Y,2,2,"REGR_SXY(FLOAT, FLOAT) RETURN FLOAT","Returns REGR_COUNT(expr1, expr2) * COVAR_POP(expr1, expr2) for non-null pairs.",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_SYY,,Y,Y,Y,2,2,"REGR_SYY(FLOAT, FLOAT) RETURN FLOAT","Returns REGR_COUNT(expr1, expr2) * VAR_POP(expr1) for non-null pairs.",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_VALX,,Y,N,N,2,2,"REGR_VALX(FLOAT, FLOAT) RETURN FLOAT",Returns the value of the dependent variable (2nd param) if both values are not-null.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REGR_VALY,,Y,N,N,2,2,"REGR_VALY(FLOAT, FLOAT) RETURN FLOAT",Returns the value of the independent variable (1st param) if both values are not-null.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REPEAT,,Y,N,N,2,2,"REPEAT(VARCHAR, NUMBER) RETURN VARCHAR",Returns the input string repeated N times,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,REPLACE,,Y,N,N,2,3,"REPLACE(VARCHAR, VARCHAR [, VARCHAR]) RETURN VARCHAR",replaces all occurrences of searched substring in subject with a replacement,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,REVERSE,,Y,N,N,1,1,"REVERSE(VARCHAR) RETURN VARCHAR, REVERSE(BINARY) RETURN BINARY",return string with character order reversed,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,RIGHT,,Y,N,N,2,2,"RIGHT(VARCHAR, NUMBER) RETURN VARCHAR",Returns rightmost N characters of the input string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,RLIKE,,Y,N,N,2,3,"RLIKE(VARCHAR, VARCHAR [, VARCHAR]) RETURN BOOLEAN",returns TRUE if subject RLIKE pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,ROUND,,Y,N,Y,1,3,"ROUND(NUMBER [, NUMBER]) RETURN NUMBER, ROUND(NUMBER [, NUMBER] [, VARCHAR]) RETURN NUMBER, ROUND(FLOAT [, FLOAT]) RETURN FLOAT, ROUND(FLOAT [, FLOAT] [, VARCHAR]) RETURN FLOAT","round to the nearest integer, with .5 rounded away from 0",,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,ROW_NUMBER,,Y,N,N,0,0,ROW_NUMBER() RETURN NUMBER,Returns the position of this row in the window,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,RPAD,,Y,N,N,2,3,"RPAD(VARCHAR, NUMBER [, VARCHAR]) RETURN VARCHAR, RPAD(BINARY, NUMBER, BINARY) RETURN BINARY",padded result string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,RTRIM,,Y,N,N,1,2,"RTRIM(VARCHAR [, VARCHAR]) RETURN VARCHAR",return string trimmed from right,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,RTRIMMED_LENGTH,,Y,N,N,1,1,RTRIMMED_LENGTH(VARCHAR) RETURN VARCHAR,Returns the length of the input string without trailing blanks,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SECOND,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SEQ1,,Y,N,N,0,1,SEQ1( [NUMBER]) RETURN NUMBER,returns a sequence of 1-byte integers,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,SEQ2,,Y,N,N,0,1,SEQ2( [NUMBER]) RETURN NUMBER,returns a sequence of 2-byte integers,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,SEQ4,,Y,N,N,0,1,SEQ4( [NUMBER]) RETURN NUMBER,returns a sequence of 4-byte integers,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,SEQ8,,Y,N,N,0,1,SEQ8( [NUMBER]) RETURN NUMBER,returns a sequence of 8-byte integers,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,SHA1,,Y,N,N,1,1,"SHA1(VARCHAR) RETURN VARCHAR, SHA1(BINARY) RETURN VARCHAR",Hex-encoded SHA1 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHA1_BINARY,,Y,N,N,1,1,"SHA1_BINARY(VARCHAR) RETURN BINARY, SHA1_BINARY(BINARY) RETURN BINARY",Binary SHA1 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHA1_HEX,,Y,N,N,1,1,"SHA1_HEX(VARCHAR) RETURN VARCHAR, SHA1_HEX(BINARY) RETURN VARCHAR",Hex-encoded SHA1 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHA2,,Y,N,N,1,2,"SHA2(VARCHAR [, NUMBER]) RETURN VARCHAR, SHA2(BINARY [, NUMBER]) RETURN VARCHAR",Hex-encoded SHA2 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHA2_BINARY,,Y,N,N,1,2,"SHA2_BINARY(VARCHAR [, NUMBER]) RETURN BINARY, SHA2_BINARY(BINARY [, NUMBER]) RETURN BINARY",Binary SHA2 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHA2_HEX,,Y,N,N,1,2,"SHA2_HEX(VARCHAR [, NUMBER]) RETURN VARCHAR, SHA2_HEX(BINARY [, NUMBER]) RETURN VARCHAR",Hex-encoded SHA2 digest,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHARED_RESULT_GENERATE_TOKEN,,Y,N,N,1,1,SHARED_RESULT_GENERATE_TOKEN(VARCHAR) RETURN VARCHAR,ResultShare token string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SHARED_RESULT_READABLE,,Y,N,N,1,1,SHARED_RESULT_READABLE(VARCHAR) RETURN BOOLEAN,readable to current user,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SIGN,,Y,N,N,1,1,"SIGN(NUMBER) RETURN NUMBER, SIGN(FLOAT) RETURN FLOAT",returns sign of x,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SIN,,Y,N,N,1,1,SIN(FLOAT) RETURN FLOAT,Compute the sine of the input expression (as radians).,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,SINH,,Y,N,N,1,1,SINH(FLOAT) RETURN FLOAT,Compute the hyperbolic sine of the input expression.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,SKEW,,Y,Y,Y,1,1,"SKEW(NUMBER) RETURN FLOAT, SKEW(FLOAT) RETURN FLOAT",Returns the sample skew of the values in a group. Null values are ignored.,,N,N,,N,SQL,N
